bar,timestamp,session,p_profit,action,signal,equity_cny,exec,risk_event,drawdown_pct
150,2024-01-15 14:05:14.685315,INACTIVE,0.4926107153923612,INACTION,HOLD,1004447.9408265423,[INACTIVE / HOLD],,-0.18270448632441322
151,2024-01-15 14:10:16.783217,INACTIVE,0.5339827220478918,INACTION,HOLD,1003787.3349625075,[INACTIVE / HOLD],,-0.2483523791302591
152,2024-01-15 14:15:18.881119,INACTIVE,0.5739868120833993,INACTION,HOLD,1002286.1146511976,[INACTIVE / HOLD],,-0.39753656813048355
153,2024-01-15 14:20:20.979021,INACTIVE,0.5882629782055866,INACTION,HOLD,1001361.7508690209,[INACTIVE / HOLD],,-0.4893954779429107
154,2024-01-15 14:25:23.076923,INACTIVE,0.6111324809907775,INACTION,HOLD,1002082.8579892957,[INACTIVE / HOLD],,-0.4177352558489165
155,2024-01-15 14:30:25.174825,US_HOURS,0.6848290186746148,RISK:NASDAQ e,HOLD,1001901.2012427255,[NASDAQ HOLD],,-0.4357874459301019
156,2024-01-15 14:35:27.272727,US_HOURS,0.78348987736729,RISK:NASDAQ e,HOLD,1001965.5055653305,[NASDAQ HOLD],,-0.4293971858565033
157,2024-01-15 14:40:29.370629,US_HOURS,0.7998091935032727,RISK:NASDAQ e,HOLD,1001933.5975694036,[NASDAQ HOLD],,-0.43256805189070024
158,2024-01-15 14:45:31.468531,US_HOURS,0.7856675659099918,RISK:NASDAQ e,HOLD,1001072.8554096955,[NASDAQ HOLD],,-0.5181045451468451
159,2024-01-15 14:50:33.566434,US_HOURS,0.7582340368818086,RISK:NASDAQ e,HOLD,1001127.1430622841,[NASDAQ HOLD],,-0.5127096944622814
160,2024-01-15 14:55:35.664336,US_HOURS,0.7249948386549341,RISK:NASDAQ e,HOLD,1000253.3029839143,[NASDAQ HOLD],,-0.5995477970547954
161,2024-01-15 15:00:37.762238,US_HOURS,0.7100911520955923,RISK:NASDAQ e,HOLD,1002388.1560524377,[NASDAQ HOLD],,-0.3873961752955526
162,2024-01-15 15:05:39.860140,US_HOURS,0.6843650465725521,RISK:NASDAQ e,HOLD,1001206.84480152,[NASDAQ HOLD],,-0.5047893117974348
163,2024-01-15 15:10:41.958042,US_HOURS,0.6446801002356144,RISK:NASDAQ e,HOLD,1002120.9615280338,[NASDAQ HOLD],,-0.4139487060121896
164,2024-01-15 15:15:44.055944,US_HOURS,0.5975420240120883,RISK:NASDAQ e,HOLD,1001596.2453905749,[NASDAQ HOLD],,-0.4660925191703232
165,2024-01-15 15:20:46.153846,US_HOURS,0.6120889473690427,RISK:NASDAQ e,HOLD,1001876.6877399681,[NASDAQ HOLD],,-0.43822348213402756
166,2024-01-15 15:25:48.251748,US_HOURS,0.6100585102709216,RISK:NASDAQ e,HOLD,1002832.9581681363,[NASDAQ HOLD],,-0.34319384043760276
167,2024-01-15 15:30:50.349650,US_HOURS,0.5836579496496648,RISK:NASDAQ e,HOLD,1001969.3463426139,[NASDAQ HOLD],,-0.42901550753797774
168,2024-01-15 15:35:52.447552,US_HOURS,0.5441934544761912,INACTION,HOLD,1003382.5478064145,[NASDAQ HOLD],,-0.28857821616728896
169,2024-01-15 15:40:54.545455,US_HOURS,0.47996349987254633,INACTION,HOLD,1002109.6083728824,[NASDAQ HOLD],,-0.4150769289859306
170,2024-01-15 15:45:56.643357,US_HOURS,0.5115382734028654,INACTION,HOLD,1001887.9903089835,[NASDAQ HOLD],,-0.43710028617172886
171,2024-01-15 15:50:58.741259,US_HOURS,0.5491529295437786,INACTION,HOLD,1001354.2656078594,[NASDAQ HOLD],,-0.4901393278678232
172,2024-01-15 15:56:00.839161,US_HOURS,0.6081693572165362,RISK:NASDAQ e,HOLD,1002091.9569284264,[NASDAQ HOLD],,-0.4168310462237575
173,2024-01-15 16:01:02.937063,US_HOURS,0.5529135846506688,RISK:NASDAQ e,HOLD,1002625.9849582476,[NASDAQ HOLD],,-0.3637618611534115
174,2024-01-15 16:06:05.034965,US_HOURS,0.44985926120723496,INACTION,HOLD,1003754.9006064519,[NASDAQ HOLD],,-0.2515755523497001
175,2024-01-15 16:11:07.132867,US_HOURS,0.40183884162085726,INACTION,HOLD,1003770.1866677004,[NASDAQ HOLD],,-0.25005649573077066
176,2024-01-15 16:16:09.230769,US_HOURS,0.3650271025930207,INACTION,HOLD,1004648.2877736872,[NASDAQ HOLD],,-0.16279495232510757
177,2024-01-15 16:21:11.328671,US_HOURS,0.3740035552957773,INACTION,HOLD,1006213.2671811078,[NASDAQ HOLD],,-0.007274685286901348
178,2024-01-15 16:26:13.426573,US_HOURS,0.40887021314418553,INACTION,HOLD,1006069.6295393548,[NASDAQ HOLD],,-0.0215487161758929
179,2024-01-15 16:31:15.524476,US_HOURS,0.4417422801464622,INACTION,HOLD,1005806.946188452,[NASDAQ HOLD],,-0.04765294776206908
180,2024-01-15 16:36:17.622378,US_HOURS,0.527494964173039,INACTION,HOLD,1006273.2729253175,[NASDAQ HOLD],,-0.001311597645571241
181,2024-01-15 16:41:19.720280,US_HOURS,0.5944092401830556,RISK:NASDAQ e,HOLD,1005381.1062972589,[NASDAQ HOLD],,-0.08997090624755717
182,2024-01-15 16:46:21.818182,US_HOURS,0.6854454610396215,RISK:NASDAQ e,HOLD,1006383.0620038302,[NASDAQ HOLD],,0.0
183,2024-01-15 16:51:23.916084,US_HOURS,0.7326221717973955,RISK:NASDAQ e,HOLD,1004503.8752274194,[NASDAQ HOLD],,-0.1867267889693114
184,2024-01-15 16:56:26.013986,US_HOURS,0.7314201720853112,RISK:NASDAQ e,HOLD,1003809.150848334,[NASDAQ HOLD],,-0.2557585925950788
185,2024-01-15 17:01:28.111888,US_HOURS,0.768393559938385,RISK:NASDAQ e,HOLD,1004501.997253774,[NASDAQ HOLD],,-0.18691339521462325
186,2024-01-15 17:06:30.209790,US_HOURS,0.7404971673098437,RISK:NASDAQ e,HOLD,1004098.0513069842,[NASDAQ HOLD],,-0.2270517840688143
187,2024-01-15 17:11:32.307692,US_HOURS,0.780073917427763,RISK:NASDAQ e,HOLD,1005918.1743574429,[NASDAQ HOLD],,-0.0461939060720759
188,2024-01-15 17:16:34.405594,US_HOURS,0.7483777588712098,RISK:NASDAQ e,HOLD,1004988.430070165,[NASDAQ HOLD],,-0.13857863733202844
189,2024-01-15 17:21:36.503497,US_HOURS,0.6964963572560888,RISK:NASDAQ e,HOLD,1005384.1132771688,[NASDAQ HOLD],,-0.09926128175014773
190,2024-01-15 17:26:38.601399,US_HOURS,0.6922202425674959,RISK:NASDAQ e,HOLD,1006519.1793861015,[NASDAQ HOLD],,0.0
191,2024-01-15 17:31:40.699301,US_HOURS,0.7417476141251224,RISK:NASDAQ e,HOLD,1006258.8203019244,[NASDAQ HOLD],,-0.02586727501168718
192,2024-01-15 17:36:42.797203,US_HOURS,0.8151356794189744,RISK:NASDAQ e,HOLD,1004478.1621623492,[NASDAQ HOLD],,-0.20277976471319664
193,2024-01-15 17:41:44.895105,US_HOURS,0.8522941599514512,RISK:NASDAQ e,HOLD,1003917.8865347415,[NASDAQ HOLD],,-0.2584444394737349
194,2024-01-15 17:46:46.993007,US_HOURS,0.8711316353845163,RISK:NASDAQ e,HOLD,1004146.2023028723,[NASDAQ HOLD],,-0.2357607417552198
195,2024-01-15 17:51:49.090909,US_HOURS,0.8827569571719983,RISK:NASDAQ e,HOLD,1004297.5837945373,[NASDAQ HOLD],,-0.22072064169896846
196,2024-01-15 17:56:51.188811,US_HOURS,0.863125786588943,RISK:NASDAQ e,HOLD,1005862.9057149838,[NASDAQ HOLD],,-0.0652023016111827
197,2024-01-15 18:01:53.286713,US_HOURS,0.8670737993213816,RISK:NASDAQ e,HOLD,1007107.2607159644,[NASDAQ HOLD],,0.0
198,2024-01-15 18:06:55.384615,US_HOURS,0.8565093778969342,RISK:NASDAQ e,HOLD,1005829.9892327957,[NASDAQ HOLD],,-0.12682576454276337
199,2024-01-15 18:11:57.482517,US_HOURS,0.8388367861600723,RISK:NASDAQ e,HOLD,1006739.856089953,[NASDAQ HOLD],,-0.03648118133416992
200,2024-01-15 18:16:59.580420,US_HOURS,0.8028079005518142,RISK:NASDAQ e,HOLD,1006408.3235655325,[NASDAQ HOLD],,-0.06940046782455227
201,2024-01-15 18:22:01.678322,US_HOURS,0.7784530318421733,RISK:NASDAQ e,HOLD,1006338.5422207506,[NASDAQ HOLD],,-0.07632935688173711
202,2024-01-15 18:27:03.776224,US_HOURS,0.8030680562882009,RISK:NASDAQ e,HOLD,1006948.9675082614,[NASDAQ HOLD],,-0.01571761160677094
203,2024-01-15 18:32:05.874126,US_HOURS,0.835672969036873,RISK:NASDAQ e,HOLD,1007300.351562417,[NASDAQ HOLD],,0.0
204,2024-01-15 18:37:07.972028,US_HOURS,0.8413451017904064,RISK:NASDAQ e,HOLD,1005982.7522840172,[NASDAQ HOLD],,-0.1308050053150598
205,2024-01-15 18:42:10.069930,US_HOURS,0.86641742814793,RISK:NASDAQ e,HOLD,1005062.3935411512,[NASDAQ HOLD],,-0.22217385487799338
206,2024-01-15 18:47:12.167832,US_HOURS,0.8861530195660219,RISK:NASDAQ e,HOLD,1004549.5497922873,[NASDAQ HOLD],,-0.273086549196866
207,2024-01-15 18:52:14.265734,US_HOURS,0.9298352842187683,RISK:NASDAQ e,HOLD,1004099.6196279617,[NASDAQ HOLD],,-0.31775348132170333
208,2024-01-15 18:57:16.363636,US_HOURS,0.9333564615201562,RISK:NASDAQ e,HOLD,1004039.4671876008,[NASDAQ HOLD],,-0.32372513022141447
209,2024-01-15 19:02:18.461538,US_HOURS,0.933019690073573,RISK:NASDAQ e,HOLD,1002121.076746216,[NASDAQ HOLD],,-0.5141738318831526
210,2024-01-15 19:07:20.559441,US_HOURS,0.9074433303266638,RISK:NASDAQ e,HOLD,1003673.9687413877,[NASDAQ HOLD],,-0.3600100819387606
211,2024-01-15 19:12:22.657343,US_HOURS,0.9084154217032637,RISK:NASDAQ e,HOLD,1003143.2616602263,[NASDAQ HOLD],,-0.41269616313969165
212,2024-01-15 19:17:24.755245,US_HOURS,0.9035199461492838,RISK:NASDAQ e,HOLD,1003623.6701531844,[NASDAQ HOLD],,-0.36500348714558384
213,2024-01-15 19:22:26.853147,US_HOURS,0.902683910781314,RISK:NASDAQ e,HOLD,1003670.6995383928,[NASDAQ HOLD],,-0.3603346329021163
214,2024-01-15 19:27:28.951049,US_HOURS,0.8858300049961663,RISK:NASDAQ e,HOLD,1003056.9927403098,[NASDAQ HOLD],,-0.42126053222609805
215,2024-01-15 19:32:31.048951,US_HOURS,0.8799750976153514,RISK:NASDAQ e,HOLD,1002642.167063691,[NASDAQ HOLD],,-0.46244245735651307
216,2024-01-15 19:37:33.146853,US_HOURS,0.8710117484675766,RISK:NASDAQ e,HOLD,1002965.4542345849,[NASDAQ HOLD],,-0.43034804079123246
217,2024-01-15 19:42:35.244755,US_HOURS,0.8875552193467864,RISK:NASDAQ e,HOLD,1004940.5007296284,[NASDAQ HOLD],,-0.2342747949137783
218,2024-01-15 19:47:37.342657,US_HOURS,0.9045542370141179,RISK:NASDAQ e,HOLD,1005994.0717533119,[NASDAQ HOLD],,-0.12968126210607692
219,2024-01-15 19:52:39.440559,US_HOURS,0.9287333852971381,RISK:NASDAQ e,HOLD,1006166.3299548951,[NASDAQ HOLD],,-0.11258028509202311
220,2024-01-15 19:57:41.538462,US_HOURS,0.9404618514497257,RISK:NASDAQ e,HOLD,1007433.753564936,[NASDAQ HOLD],,0.0
221,2024-01-15 20:02:43.636364,US_HOURS,0.9529895176101496,RISK:NASDAQ e,HOLD,1008980.9217607069,[NASDAQ HOLD],,0.0
222,2024-01-15 20:07:45.734266,US_HOURS,0.944638184989523,RISK:NASDAQ e,HOLD,1007687.6741512669,[NASDAQ HOLD],,-0.1281736434801206
223,2024-01-15 20:12:47.832168,US_HOURS,0.9355469150464794,RISK:NASDAQ e,HOLD,1007926.2014948144,[NASDAQ HOLD],,-0.10453322190196047
224,2024-01-15 20:17:49.930070,US_HOURS,0.9175279389720328,RISK:NASDAQ e,HOLD,1008612.2444257763,[NASDAQ HOLD],,-0.03653957443390268
225,2024-01-15 20:22:52.027972,US_HOURS,0.9073524792120921,RISK:NASDAQ e,HOLD,1008875.3972956156,[NASDAQ HOLD],,-0.010458519364979636
226,2024-01-15 20:27:54.125874,US_HOURS,0.903104537417591,RISK:NASDAQ e,HOLD,1007430.0819382666,[NASDAQ HOLD],,-0.15370358239618848
227,2024-01-15 20:32:56.223776,US_HOURS,0.9060887675896071,RISK:NASDAQ e,HOLD,1009299.3723223427,[NASDAQ HOLD],,0.0
228,2024-01-15 20:37:58.321678,US_HOURS,0.874102632376027,RISK:NASDAQ e,HOLD,1007461.8106243034,[NASDAQ HOLD],,-0.18206309727619904
229,2024-01-15 20:43:00.419580,US_HOURS,0.8138892613380759,RISK:NASDAQ e,HOLD,1005684.6456671833,[NASDAQ HOLD],,-0.35814216814997973
230,2024-01-15 20:48:02.517483,US_HOURS,0.7866015261050825,RISK:NASDAQ e,HOLD,1005737.318817321,[NASDAQ HOLD],,-0.3529233845479994
231,2024-01-15 20:53:04.615385,US_HOURS,0.7580783904102469,RISK:NASDAQ e,HOLD,1005560.8828140917,[NASDAQ HOLD],,-0.37040442219327824
232,2024-01-15 20:58:06.713287,US_HOURS,0.7232314144760905,RISK:NASDAQ e,HOLD,1005350.5011247845,[NASDAQ HOLD],,-0.39124875194087355
233,2024-01-15 21:03:08.811189,NASDAQ_TO_SSE,0.6359740880936148,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=999349.09,,-0.9858604047273662
234,2024-01-15 21:08:10.909091,NASDAQ_TO_SSE,0.5994153218236062,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
235,2024-01-15 21:13:13.006993,NASDAQ_TO_SSE,0.6281227337341497,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
236,2024-01-15 21:18:15.104895,NASDAQ_TO_SSE,0.607123343071918,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
237,2024-01-15 21:23:17.202797,NASDAQ_TO_SSE,0.5959272353693406,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
238,2024-01-15 21:28:19.300699,NASDAQ_TO_SSE,0.5716622743263793,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
239,2024-01-15 21:33:21.398601,NASDAQ_TO_SSE,0.569690265103233,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
240,2024-01-15 21:38:23.496503,NASDAQ_TO_SSE,0.5498829709059555,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
241,2024-01-15 21:43:25.594406,NASDAQ_TO_SSE,0.5815705299331864,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
242,2024-01-15 21:48:27.692308,NASDAQ_TO_SSE,0.6569280508859457,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
243,2024-01-15 21:53:29.790210,NASDAQ_TO_SSE,0.6905834641702301,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
244,2024-01-15 21:58:31.888112,NASDAQ_TO_SSE,0.7876325416025933,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
245,2024-01-15 22:03:33.986014,NASDAQ_TO_SSE,0.8424465052135699,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
246,2024-01-15 22:08:36.083916,NASDAQ_TO_SSE,0.8630661894358864,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
247,2024-01-15 22:13:38.181818,NASDAQ_TO_SSE,0.8667145090264363,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
248,2024-01-15 22:18:40.279720,NASDAQ_TO_SSE,0.8719272178319005,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
249,2024-01-15 22:23:42.377622,NASDAQ_TO_SSE,0.8961816003117852,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
250,2024-01-15 22:28:44.475524,NASDAQ_TO_SSE,0.9122143441787599,INACTION,HOLD,999349.0894454549,[FX NASDAQâ†’SSE] CNY=0.00,,-0.9858604047273662
251,2024-01-15 22:33:46.573427,INACTIVE,0.9232450815180809,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
252,2024-01-15 22:38:48.671329,INACTIVE,0.9155062355053923,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
253,2024-01-15 22:43:50.769231,INACTIVE,0.8940726171881003,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
254,2024-01-15 22:48:52.867133,INACTIVE,0.8817402052023663,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
255,2024-01-15 22:53:54.965035,INACTIVE,0.8565895154083857,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
256,2024-01-15 22:58:57.062937,INACTIVE,0.8522651642519011,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
257,2024-01-15 23:03:59.160839,INACTIVE,0.8283032884702972,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
258,2024-01-15 23:09:01.258741,INACTIVE,0.815569749951423,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
259,2024-01-15 23:14:03.356643,INACTIVE,0.8320373809054223,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
260,2024-01-15 23:19:05.454545,INACTIVE,0.8679039181235623,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
261,2024-01-15 23:24:07.552448,INACTIVE,0.8989023671795546,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
262,2024-01-15 23:29:09.650350,INACTIVE,0.91228428535232,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
263,2024-01-15 23:34:11.748252,INACTIVE,0.9195954909889561,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
264,2024-01-15 23:39:13.846154,INACTIVE,0.9525381037427545,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
265,2024-01-15 23:44:15.944056,INACTIVE,0.9682263361620447,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
266,2024-01-15 23:49:18.041958,INACTIVE,0.9691801800725385,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
267,2024-01-15 23:54:20.139860,INACTIVE,0.9572074139955906,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
268,2024-01-15 23:59:22.237762,INACTIVE,0.940000404920594,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
269,2024-01-16 00:04:24.335664,INACTIVE,0.9228164741987548,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
270,2024-01-16 00:09:26.433566,INACTIVE,0.9257538975190038,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
271,2024-01-16 00:14:28.531469,INACTIVE,0.9004423515218746,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
272,2024-01-16 00:19:30.629371,INACTIVE,0.8837638611074405,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
273,2024-01-16 00:24:32.727273,INACTIVE,0.8486484250179833,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
274,2024-01-16 00:29:34.825175,INACTIVE,0.8503631177569785,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
275,2024-01-16 00:34:36.923077,INACTIVE,0.8722408921468647,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
276,2024-01-16 00:39:39.020979,INACTIVE,0.8491019925422011,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
277,2024-01-16 00:44:41.118881,INACTIVE,0.8305767736723175,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
278,2024-01-16 00:49:43.216783,INACTIVE,0.7625098525620078,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
279,2024-01-16 00:54:45.314685,INACTIVE,0.7492872112815395,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
280,2024-01-16 00:59:47.412587,INACTIVE,0.7691333324714118,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
281,2024-01-16 01:04:49.510490,INACTIVE,0.7485574362921478,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
282,2024-01-16 01:09:51.608392,INACTIVE,0.6844528317334074,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
283,2024-01-16 01:14:53.706294,INACTIVE,0.704629986453488,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
284,2024-01-16 01:19:55.804196,INACTIVE,0.7007877926638456,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
285,2024-01-16 01:24:57.902098,INACTIVE,0.6903981771773853,INACTION,HOLD,999349.0894454549,[INACTIVE / HOLD],,-0.9858604047273662
